assists,value_form,team,goals_scored,team_name,red_cards,event_total,form,total_points,second_name,event_points,ea_index,type_name,cost_change_start_fall,first_name,transfers_in,minutes,transfers_out,cost_change_start,transfers_out_event,selected_by_percent,selected_by,bps,ep_next,value_season,dreamteam_count,web_name,now_cost,penalties_saved,cost_change_event_fall,ep_this,team_id,event_explain,goals_conceded,id,cost_change_event,clean_sheets,transfers_in_event,yellow_cards,penalties_missed,code,element_type,team_code,saves,own_goals,bonus,status,points_per_game
0,0.5,8,0,Leicester,0,3,2.3,7,Schmeichel,3,27,Goalkeeper,0,Kasper,13445,270,22212,0,5514,5.7,5.7,43,2.3,1.6,0,Schmeichel,45,0,0,2.3,8,"[['Saves', 5, 1], ['Minutes played', 90, 2]]",5,178,0,0,5308,0,0,17745,1,13,14,0,0,a,2.3
0,0.0,8,0,Leicester,0,0,0.0,0,Hamer,0,0,Goalkeeper,0,Ben,7112,0,4553,0,1354,1.6,1.6,0,0.0,0.0,0,Hamer,40,0,0,0.0,8,"[['Minutes played', 0, 0]]",0,179,0,0,1846,0,0,38038,1,13,0,0,0,a,0.0
0,0.3,8,0,Leicester,0,2,1.3,4,Morgan,2,32,Defender,0,Wes,1149,270,5527,0,1212,0.6,0.6,36,1.3,0.9,0,Morgan,45,0,0,1.3,8,"[['Minutes played', 90, 2]]",5,180,0,0,545,0,0,15033,2,13,0,0,0,a,1.3
0,0.0,8,0,Leicester,0,0,0.0,0,Wasilewski,0,0,Defender,1,Marcin,14581,0,13761,-1,3339,1.3,1.3,0,0.0,0.0,0,Wasilewski,39,0,0,0.0,8,"[['Minutes played', 0, 0]]",0,181,0,0,8423,0,0,37388,2,13,0,0,0,a,0.0
0,0.2,8,0,Leicester,0,1,0.7,2,Moore,1,25,Defender,0,Liam,7797,270,11534,0,3517,1.5,1.5,26,0.7,0.5,0,Moore,40,0,0,0.7,8,"[['Yellow cards', 1, -1], ['Minutes played', 90, 2]]",5,182,0,0,3102,2,0,86857,2,13,0,0,0,a,0.7
0,0.3,8,0,Leicester,0,2,1.3,4,de Laet,2,33,Defender,0,Ritchie,842,270,3624,0,859,0.4,0.4,39,1.3,0.9,0,de Laet,45,0,0,1.3,8,"[['Minutes played', 90, 2]]",5,183,0,0,281,0,0,46695,2,13,0,0,0,a,1.3
1,0.5,8,0,Leicester,0,5,2.3,7,Schlupp,5,21,Defender,0,Jeffrey,2858,186,1323,0,455,0.2,0.2,23,2.3,1.6,0,Schlupp,45,0,0,2.3,8,"[['Assists', 1, 3], ['Minutes played', 69, 2]]",3,184,0,0,2214,0,0,86417,2,13,0,0,0,a,2.3
0,0.3,8,0,Leicester,0,2,1.3,4,Konchesky,2,35,Defender,0,Paul,699,270,1957,0,478,0.3,0.3,52,1.3,0.9,0,Konchesky,45,0,0,1.3,8,"[['Minutes played', 90, 2]]",5,185,0,0,200,0,0,1413,2,13,0,0,0,a,1.3
0,0.0,8,0,Leicester,0,0,0.0,0,Upson,0,0,Defender,0,Matthew,267,0,9315,0,2085,0.7,0.7,0,0.0,0.0,0,Upson,40,0,0,0.0,8,"[['Minutes played', 0, 0]]",0,186,0,0,57,0,0,1640,2,13,0,0,0,i,0.0
0,0.1,8,0,Leicester,0,1,0.7,2,Drinkwater,1,1,Midfielder,1,Daniel,124,52,9386,-1,753,0.3,0.3,7,0.7,0.4,0,Drinkwater,54,0,0,0.7,8,"[['Minutes played', 14, 1]]",1,187,0,0,55,0,0,61603,3,13,0,0,0,a,1.0
0,0.2,8,0,Leicester,0,1,1.0,3,Hammond,1,20,Midfielder,0,Dean,313,214,1380,0,278,0.1,0.1,21,1.0,0.7,0,Hammond,45,0,0,1.0,8,"[['Yellow cards', 1, -1], ['Minutes played', 90, 2]]",3,188,0,0,98,2,0,11848,3,13,0,0,0,a,1.0
0,0.0,8,0,Leicester,0,0,0.0,0,James,0,0,Midfielder,1,Matthew,177,0,4751,-1,752,0.2,0.2,0,0.0,0.0,0,James,44,0,1,0.0,8,"[['Minutes played', 0, 0]]",0,189,-1,0,133,0,0,61604,3,13,0,0,0,i,0.0
0,0.4,8,0,Leicester,0,2,2.0,6,Mahrez,2,34,Midfielder,0,Riyad,2032,220,2032,0,616,0.3,0.3,40,2.0,1.2,0,Mahrez,50,0,0,2.0,8,"[['Minutes played', 63, 2]]",4,190,0,0,614,0,0,103025,3,13,0,0,0,a,2.0
0,0.1,8,0,Leicester,0,0,0.7,2,Knockaert,0,1,Midfielder,1,Anthony,347,63,1556,-1,490,0.1,0.1,2,0.7,0.4,0,Knockaert,54,0,1,0.7,8,"[['Minutes played', 0, 0]]",2,191,-1,0,15,0,0,83543,3,13,0,0,0,a,2.0
1,0.8,8,0,Leicester,0,2,3.7,11,King,2,33,Midfielder,0,Andy,86560,270,21221,0,8040,3.0,3.0,62,3.7,2.4,0,King,45,0,0,3.7,8,"[['Minutes played', 90, 2]]",5,192,0,0,18657,0,0,13152,3,13,0,0,2,a,3.7
0,0.1,8,0,Leicester,0,0,0.3,1,Taylor-Fletcher,0,0,Midfielder,1,Gary,2780,18,4269,-1,1191,0.4,0.4,2,0.3,0.2,0,Taylor-Fletcher,44,0,1,0.3,8,"[['Minutes played', 0, 0]]",1,193,-1,0,2396,0,0,19273,3,13,0,0,0,a,1.0
0,0.1,8,0,Leicester,0,0,0.3,1,Albrighton,0,8,Midfielder,0,Marc,2933,50,20838,0,6532,1.8,1.8,2,0.3,0.2,0,Albrighton,45,0,0,0.3,8,"[['Yellow cards', 1, -1], ['Minutes played', 27, 1]]",1,194,0,0,532,1,0,51938,3,13,0,0,0,a,0.5
0,0.4,8,0,Leicester,0,2,2.0,6,Nugent,2,23,Forward,1,David,2737,270,21370,-1,5349,1.1,1.1,5,2.0,1.1,0,Nugent,54,0,0,2.0,8,"[['Minutes played', 90, 2]]",5,195,0,0,509,0,0,12744,4,13,0,0,0,a,2.0
0,0.1,8,0,Leicester,0,1,0.3,1,Vardy,1,9,Forward,1,Jamie,355,21,2121,-1,344,0.1,0.1,4,0.3,0.2,0,Vardy,49,0,0,0.3,8,"[['Minutes played', 21, 1]]",0,196,0,0,207,0,0,101668,4,13,0,0,0,a,1.0
0,0.4,8,1,Leicester,0,0,2.0,6,Wood,0,22,Forward,0,Chris,50264,20,21036,0,8038,1.9,1.9,27,2.0,1.3,0,Wood,45,0,0,2.0,8,"[['Minutes played', 0, 0]]",0,197,0,0,7515,0,0,60689,4,13,0,0,0,a,3.0
0,0.0,8,0,Leicester,0,0,0.0,0,Barmby,0,0,Forward,1,Jack,971,0,2277,-1,612,0.2,0.2,0,0.0,0.0,0,Barmby,44,0,1,0.0,8,"[['Minutes played', 0, 0]]",0,198,-1,0,315,0,0,112134,4,13,0,0,0,a,0.0
0,0.0,9,0,Liverpool,0,0,0.0,0,Reina,0,0,Goalkeeper,0,Jose,8,0,394,0,61,0.0,0.0,0,0.0,0.0,0,Reina,55,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,199,0,0,2,0,0,8432,1,14,0,0,0,u,0.0
0,0.6,9,0,Liverpool,0,6,3.3,10,Mignolet,6,35,Goalkeeper,0,Simon,21535,270,27055,0,5553,6.3,6.3,45,3.3,1.8,0,Mignolet,55,0,0,3.3,9,"[['Clean sheets', 1, 4], ['Minutes played', 90, 2]]",4,200,0,1,10667,0,0,66797,1,14,7,0,0,a,3.3
0,0.1,5,0,Crystal Palace,0,1,0.7,2,Kelly,1,23,Defender,0,Martin,3427,270,3963,0,1124,0.4,0.4,31,0.7,0.4,0,Kelly,45,0,0,0.7,5,"[['Minutes played', 90, 2], ['Goals conceded', 3, -1]]",8,201,0,0,727,1,0,58786,2,31,0,0,0,a,0.7
0,0.2,9,0,Liverpool,0,0,1.0,3,Johnson,0,11,Defender,1,Glen,2795,180,29705,-1,8132,1.5,1.5,21,0.3,0.6,0,Johnson,54,0,1,0.3,9,"[['Minutes played', 0, 0]]",4,202,-1,0,50,0,0,9047,2,14,0,0,0,d,1.5
0,0.3,9,0,Liverpool,0,0,1.7,5,Skrtel,0,22,Defender,1,Martin,11927,180,111464,-1,45331,9.0,9.0,38,0.8,0.8,0,Skrtel,59,0,1,0.8,9,"[['Minutes played', 0, 0]]",4,203,-1,0,244,0,0,26793,2,14,0,0,2,d,2.5
0,0.0,9,0,Liverpool,0,0,0.0,0,Agger,0,0,Defender,1,Daniel,90,0,5698,-1,1320,0.3,0.3,0,0.0,0.0,0,Agger,54,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,204,0,0,25,0,0,21094,2,14,0,0,0,u,0.0
0,0.1,9,0,Liverpool,0,1,0.3,1,Enrique Sanchez Diaz,1,1,Defender,2,José,548,5,10793,-2,1128,0.4,0.4,2,0.3,0.2,0,José Enrique,48,0,0,0.2,9,"[['Minutes played', 5, 1]]",0,205,0,0,190,0,0,26725,2,14,0,0,0,a,1.0
0,0.0,17,0,Sunderland,0,0,0.0,0,Coates,0,0,Defender,0,Sebastian,647,0,581,0,183,0.1,0.1,0,0.0,0.0,0,Coates,45,0,0,0.0,17,"[['Minutes played', 0, 0]]",0,206,0,0,496,0,0,78108,2,56,0,0,0,a,0.0
0,0.8,19,0,West Brom,0,1,3.3,10,Wisdom,1,30,Defender,0,Andre,134877,270,31656,0,11923,10.7,10.7,51,3.3,2.5,0,Wisdom,40,0,0,3.3,19,"[['Minutes played', 90, 2], ['Goals conceded', 3, -1]]",5,207,0,1,34927,0,0,89088,2,35,0,0,2,a,3.3
0,0.0,9,0,Liverpool,0,0,0.0,0,Coady,0,0,Defender,0,Conor,17,0,264,0,54,0.0,0.0,0,0.0,0.0,0,Coady,40,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,208,0,0,7,0,0,94147,2,14,0,0,0,u,0.0
0,0.0,9,0,Liverpool,0,0,0.0,0,Touré,0,0,Defender,1,Kolo,656,0,5572,-1,1282,0.6,0.6,0,0.0,0.0,0,Touré,49,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,209,0,0,158,0,0,12450,2,14,0,0,0,a,0.0
0,0.0,9,0,Liverpool,0,0,0.0,0,Flanagan,0,0,Defender,1,Jon,113,0,11088,-1,1691,0.4,0.4,0,0.0,0.0,0,Flanagan,49,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,210,0,0,36,0,0,91979,2,14,0,0,0,i,0.0
0,0.4,9,0,Liverpool,0,6,2.0,6,Sakho,6,13,Defender,1,Mamadou,1281,90,10329,-1,1138,0.8,0.8,27,2.0,1.1,0,Sakho,54,0,0,2.0,9,"[['Clean sheets', 1, 4], ['Minutes played', 90, 2]]",0,211,0,1,780,0,0,40784,2,14,0,0,0,a,6.0
0,0.0,9,0,Liverpool,0,0,0.0,0,Ilori,0,0,Defender,0,Tiago,207,0,3346,0,606,0.2,0.2,0,0.0,0.0,0,Ilori,40,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,212,0,0,9,0,0,102548,2,14,0,0,0,u,0.0
0,0.0,9,0,Liverpool,0,0,0.0,0,Smith,0,0,Defender,0,Brad,18,0,443,0,104,0.0,0.0,0,0.0,0.0,0,Smith,40,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,213,0,0,7,0,0,120447,2,14,0,0,0,u,0.0
0,0.6,9,1,Liverpool,0,11,5.7,17,Gerrard,11,61,Midfielder,1,Steven,11457,270,64568,-1,6824,5.5,5.5,80,5.7,1.9,0,Gerrard,89,0,0,5.7,9,"[['Bonus', 3, 3], ['Clean sheets', 1, 1], ['Minutes played', 90, 2], ['Goals scored', 1, 5]]",4,214,0,1,8378,0,0,1814,3,14,0,0,5,a,5.7
0,0.1,9,0,Liverpool,0,0,0.7,2,Lucas,0,18,Midfielder,0,Leiva,5339,62,11807,0,3569,1.1,1.1,15,0.7,0.4,0,Lucas,45,0,0,0.7,9,"[['Minutes played', 0, 0]]",1,215,0,0,391,0,0,43191,3,14,0,0,0,a,2.0
2,0.8,9,0,Liverpool,0,7,4.7,14,Henderson,7,49,Midfielder,0,Jordan,77596,270,107280,0,25118,15.1,15.1,70,4.7,2.3,0,Henderson,60,0,0,4.7,9,"[['Bonus', 1, 1], ['Clean sheets', 1, 1], ['Assists', 1, 3], ['Minutes played', 90, 2]]",4,216,0,1,21685,0,0,56979,3,14,0,0,1,a,4.7
1,0.8,9,2,Liverpool,0,7,7.3,22,Sterling,7,99,Midfielder,-2,Raheem,365570,253,67572,2,9753,42.6,42.6,85,7.3,2.5,1,Sterling,87,0,-1,7.3,9,"[['Yellow cards', 1, -1], ['Clean sheets', 1, 1], ['Minutes played', 85, 2], ['Goals scored', 1, 5]]",4,217,1,1,148597,1,0,103955,3,14,0,0,3,a,7.3
1,0.5,9,0,Liverpool,0,5,2.7,8,Allen,5,29,Midfielder,0,Joe,1518,162,1564,0,427,0.2,0.2,21,2.7,1.6,0,Allen,50,0,0,2.7,9,"[['Yellow cards', 1, -1], ['Clean sheets', 1, 1], ['Assists', 1, 3], ['Minutes played', 60, 2]]",3,218,0,1,827,1,0,40555,3,14,0,0,0,a,2.7
0,0.1,9,0,Liverpool,0,0,1.0,3,Coutinho,0,20,Midfielder,2,Phillippe,8229,134,138923,-2,33530,5.9,5.9,14,1.0,0.4,0,Coutinho,78,0,1,1.0,9,"[['Minutes played', 0, 0]]",3,219,-1,0,716,0,0,84583,3,14,0,0,0,a,1.5
0,0.0,9,0,Liverpool,0,0,0.0,0,Ibe,0,0,Midfielder,1,Jordon,1033,0,3818,-1,1161,0.2,0.2,0,0.0,0.0,0,Ibe,44,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,220,0,0,14,0,0,103912,3,14,0,0,0,u,0.0
0,0.0,9,0,Liverpool,0,0,0.0,0,Fernandez Saez,0,0,Midfielder,2,Jesus,139,0,764,-2,167,0.0,0.0,0,0.0,0.0,0,Suso,48,0,1,0.0,9,"[['Minutes played', 0, 0]]",0,221,-1,0,25,0,0,103953,3,14,0,0,0,a,0.0
0,0.0,9,0,Liverpool,0,0,0.0,0,Rossiter,0,0,Midfielder,0,Jordan,162,0,260,0,64,0.0,0.0,0,0.0,0.0,0,Rossiter,45,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,222,0,0,24,0,0,141281,3,14,0,0,0,a,0.0
0,0.0,9,0,Liverpool,0,0,0.0,0,Vilaça Teixeira,0,0,Midfielder,0,João Carlos,82,0,555,0,145,0.0,0.0,0,0.0,0.0,0,Teixeira,45,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,223,0,0,3,0,0,109363,3,14,0,0,0,u,0.0
0,0.0,16,0,Stoke,0,0,0.0,0,Assaidi,0,0,Midfielder,1,Oussama,660,0,1488,-1,315,0.1,0.1,0,0.0,0.0,0,Assaidi,49,0,0,0.0,16,"[['Minutes played', 0, 0]]",0,224,0,0,631,0,0,77305,3,110,0,0,0,d,0.0
0,0.1,9,0,Liverpool,0,1,0.3,1,Can,1,1,Midfielder,2,Emre,534,46,9378,-2,1716,0.3,0.3,5,0.3,0.2,0,Can,53,0,0,0.3,9,"[['Minutes played', 30, 1]]",0,225,0,0,79,1,0,112338,3,14,0,0,0,a,0.5
0,0.0,9,0,Liverpool,0,0,0.0,0,Lallana,0,0,Midfielder,1,Adam,2622,0,8926,-1,1194,0.5,0.5,0,0.0,0.0,0,Lallana,84,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,226,0,0,1437,0,0,39155,3,14,0,0,0,a,0.0
0,0.3,9,1,Liverpool,0,2,3.3,10,Sturridge,2,60,Forward,0,Daniel,57249,270,174319,0,69487,26.5,26.5,35,2.5,0.9,0,Sturridge,115,0,0,3.3,9,"[['Minutes played', 90, 2]]",4,227,0,1,13051,0,0,40755,4,14,0,0,0,d,3.3
0,0.0,9,0,Liverpool,0,0,0.0,0,Aspas,0,0,Forward,0,Iago,6,0,11,0,3,0.0,0.0,0,0.0,0.0,0,Aspas,60,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,228,0,0,0,0,0,40270,4,14,0,0,0,u,0.0
1,0.2,9,0,Liverpool,0,0,1.7,5,Lambert,0,16,Forward,2,Rickie,3893,27,109914,-2,23845,4.1,4.1,9,1.7,0.7,0,Lambert,73,0,0,1.7,9,"[['Minutes played', 0, 0]]",0,229,0,0,611,0,0,11037,4,14,0,0,0,a,2.5
0,0.0,9,0,Liverpool,0,0,0.0,0,Borini,0,0,Forward,2,Fabio,492,0,8573,-2,1554,0.3,0.3,0,0.0,0.0,0,Borini,63,0,0,0.0,9,"[['Minutes played', 0, 0]]",0,230,0,0,131,0,0,77454,4,14,0,0,0,a,0.0
0,0.6,10,0,Man City,0,2,3.7,11,Hart,2,31,Goalkeeper,0,Joe,44193,270,23328,0,7942,6.8,6.8,38,3.7,1.8,0,Hart,60,0,0,3.7,10,"[['Minutes played', 90, 2]]",2,231,0,1,7502,0,0,15749,1,43,4,0,0,a,3.7
0,0.0,10,0,Man City,0,0,0.0,0,Caballero,0,0,Goalkeeper,1,Willy,235,0,1582,-1,308,0.1,0.1,0,0.0,0.0,0,Caballero,54,0,0,0.0,10,"[['Minutes played', 0, 0]]",0,232,0,0,53,0,0,20310,1,43,0,0,0,a,0.0
0,0.4,10,0,Man City,0,2,2.3,7,Kolarov,2,25,Defender,0,Aleksandar,18449,180,56874,0,12685,6.7,6.7,39,2.3,1.2,0,Kolarov,60,0,0,2.3,10,"[['Minutes played', 90, 2]]",1,233,0,1,1649,1,0,42593,2,43,0,0,0,a,3.5
0,0.0,10,0,Man City,0,0,0.0,0,Richards,0,0,Defender,1,Micah,378,0,2670,-1,913,0.2,0.2,0,0.0,0.0,0,Richards,49,0,0,0.0,10,"[['Minutes played', 0, 0]]",0,234,0,0,53,0,0,20492,2,43,0,0,0,u,0.0
0,0.0,10,0,Man City,0,0,0.0,0,Zabaleta,0,10,Defender,0,Pablo,15253,90,49995,0,14999,5.7,5.7,2,0.0,0.0,0,Zabaleta,65,0,0,0.0,10,"[['Minutes played', 0, 0]]",1,235,0,0,1666,0,0,20658,2,43,0,1,0,a,0.0
0,0.5,10,0,Man City,0,2,3.0,9,Kompany,2,40,Defender,0,Vincent,67917,270,37190,0,15779,13.8,13.8,56,3.0,1.4,0,Kompany,65,0,0,3.0,10,"[['Minutes played', 90, 2]]",2,236,0,1,11401,1,0,17476,2,43,0,0,0,a,3.0
0,0.7,10,0,Man City,0,0,3.7,11,Clichy,0,37,Defender,-1,Gael,134541,180,44718,1,26351,6.9,6.9,51,3.7,2.0,0,Clichy,56,0,0,3.7,10,"[['Minutes played', 0, 0]]",1,237,0,1,6926,0,0,17336,2,43,0,0,3,a,5.5
0,0.0,10,0,Man City,0,0,0.0,0,Rekik,0,0,Defender,0,Karim,5,0,352,0,45,0.0,0.0,0,0.0,0.0,0,Rekik,45,0,0,0.0,10,"[['Minutes played', 0, 0]]",0,238,0,0,3,0,0,103040,2,43,0,0,0,u,0.0
0,0.0,10,0,Man City,0,0,0.0,0,Nastasic,0,0,Defender,2,Matija,575,0,8741,-2,1288,0.4,0.4,0,0.0,0.0,0,Nastasic,53,0,0,0.0,10,"[['Minutes played', 0, 0]]",0,239,0,0,102,0,0,84702,2,43,0,0,0,a,0.0
0,0.0,10,0,Man City,0,0,0.0,0,Boyata,0,0,Defender,1,Dedryck,305,0,1033,-1,217,0.1,0.1,0,0.0,0.0,0,Boyata,44,0,0,0.0,10,"[['Minutes played', 0, 0]]",0,240,0,0,52,0,0,80235,2,43,0,0,0,a,0.0
0,0.5,10,0,Man City,0,2,3.0,9,Demichelis,2,36,Defender,0,Martín,13759,270,8181,0,2716,1.6,1.6,63,3.0,1.5,0,Demichelis,60,0,0,3.0,10,"[['Minutes played', 90, 2]]",2,241,0,1,2121,1,0,15312,2,43,0,0,0,a,3.0
0,0.1,10,0,Man City,0,2,0.7,2,Sagna,2,7,Defender,1,Bacary,1544,90,37136,-1,5031,2.4,2.4,17,0.7,0.4,0,Sagna,54,0,1,0.7,10,"[['Minutes played', 90, 2]]",1,242,-1,0,876,0,0,37748,2,43,0,0,0,a,2.0
0,0.8,17,1,Sunderland,0,2,4.0,12,Rodwell,2,39,Midfielder,0,Jack,73349,197,26249,0,11112,4.5,4.5,44,4.0,2.4,0,Rodwell,50,0,0,4.0,17,"[['Minutes played', 68, 2]]",3,243,0,0,12170,0,0,49384,3,56,0,0,1,a,4.0
1,0.4,10,0,Man City,0,2,3.7,11,Nasri,2,58,Midfielder,0,Samir,26708,229,58126,0,17289,5.4,5.4,58,3.7,1.3,0,Nasri,85,0,0,3.7,10,"[['Minutes played', 62, 2]]",2,244,0,1,3421,0,0,28554,3,43,0,0,1,a,3.7
0,0.5,10,1,Man City,0,2,4.7,14,Silva,2,59,Midfielder,0,David,131844,244,76592,0,36896,12.2,12.2,55,4.7,1.6,0,Silva,90,0,0,4.7,10,"[['Minutes played', 90, 2]]",1,245,0,2,13064,1,0,20664,3,43,0,0,2,a,4.7
0,0.2,10,0,Man City,0,1,1.7,5,Touré,1,46,Midfielder,1,Gnegneri Yaya,11328,270,188674,-1,59497,13.8,13.8,27,1.7,0.5,0,Yaya Touré,109,0,0,1.7,10,"[['Yellow cards', 1, -1], ['Minutes played', 90, 2]]",2,246,0,1,1561,2,0,14664,3,43,0,0,0,a,1.7
0,0.1,10,0,Man City,0,0,0.3,1,Milner,0,3,Midfielder,1,James,795,13,4656,-1,1194,0.4,0.4,5,0.3,0.2,0,Milner,54,0,0,0.3,10,"[['Minutes played', 0, 0]]",0,247,0,0,117,0,0,15157,3,43,0,0,0,a,1.0
0,0.0,10,0,Man City,0,0,0.0,0,García Fernández,0,0,Midfielder,0,Francisco Javier,36,0,5739,0,697,0.2,0.2,0,0.0,0.0,0,Javi García,45,0,0,0.0,10,"[['Minutes played', 0, 0]]",0,248,0,0,17,0,0,19534,3,43,0,0,0,u,0.0
1,0.2,10,0,Man City,0,1,1.7,5,Navas,1,16,Midfielder,2,Jesús,5029,54,25500,-2,4539,1.2,1.2,23,1.7,0.7,0,Navas,73,0,1,1.7,10,"[['Minutes played', 28, 1]]",1,249,-1,0,624,0,0,17740,3,43,0,0,0,a,2.5
0,0.1,10,0,Man City,0,0,0.7,2,Luiz Rosa,0,11,Midfielder,1,Fernando,4878,82,13339,-1,3443,1.0,1.0,18,0.7,0.3,0,Fernandinho,69,0,1,0.7,10,"[['Yellow cards', 1, -1], ['Minutes played', 53, 1]]",2,250,-1,0,336,1,0,27789,3,43,0,0,0,a,0.7
0,0.0,10,0,Man City,0,0,0.0,0,Sinclair,0,0,Midfielder,1,Scott,81,0,506,-1,92,0.0,0.0,0,0.0,0.0,0,Sinclair,54,0,0,0.0,10,"[['Minutes played', 0, 0]]",0,251,0,0,14,0,0,19688,3,43,0,0,0,a,0.0
0,0.3,10,0,Man City,0,1,1.7,5,Reges,1,40,Midfielder,0,Fernando,13802,217,13660,0,5785,1.1,1.1,39,1.3,1.0,0,Fernando,50,0,0,1.7,10,"[['Minutes played', 37, 1]]",1,252,0,1,624,1,0,52538,3,43,0,0,0,d,1.7
1,0.3,10,0,Man City,0,1,2.7,8,Dzeko,1,24,Forward,0,Edin,79691,177,182355,0,46681,9.5,9.5,19,2.7,0.9,0,Dzeko,85,0,0,2.7,10,"[['Minutes played', 28, 1]]",0,253,0,2,5499,0,0,42544,4,43,0,0,0,a,2.7
0,0.4,10,2,Man City,0,2,4.7,14,Agüero,2,48,Forward,-1,Sergio,138687,121,49812,1,29374,8.0,8.0,61,4.7,1.2,0,Agüero,121,0,-1,4.7,10,"[['Minutes played', 90, 2]]",2,254,1,0,21280,0,0,37572,4,43,0,0,2,a,4.7
0,0.0,10,0,Man City,0,0,0.0,0,Negredo,0,0,Forward,0,Álvaro,88,0,1082,0,269,0.1,0.1,0,0.0,0.0,0,Negredo,90,0,0,0.0,10,"[['Minutes played', 0, 0]]",0,255,0,0,15,0,0,42892,4,43,0,0,0,u,0.0
0,0.7,10,2,Man City,0,2,5.7,17,Jovetic,2,62,Forward,-2,Stevan,568705,213,142078,2,92727,20.1,20.1,85,5.7,2.1,1,Jovetic,82,0,0,5.7,10,"[['Minutes played', 62, 2]]",1,256,0,2,51514,0,0,50442,4,43,0,0,3,a,5.7
0,0.6,11,0,Man Utd,0,7,3.3,10,De Gea,7,21,Goalkeeper,0,David,20873,270,115254,0,21553,15.3,15.3,43,3.3,1.8,0,De Gea,55,0,0,3.3,11,"[['Clean sheets', 1, 4], ['Saves', 3, 1], ['Minutes played', 90, 2]]",3,257,0,1,9141,0,0,51940,1,1,7,0,0,a,3.3
0,0.0,11,0,Man Utd,0,0,0.0,0,Lindegaard,0,0,Goalkeeper,0,Anders,116,0,640,0,160,0.1,0.1,0,0.0,0.0,0,Lindegaard,50,0,0,0.0,11,"[['Minutes played', 0, 0]]",0,258,0,0,37,0,0,39725,1,1,0,0,0,a,0.0
0,0.1,11,0,Man Utd,0,0,0.7,2,Smalling,0,9,Defender,1,Chris,1446,133,26642,-1,5008,1.2,1.2,25,0.5,0.4,0,Smalling,54,0,0,0.5,11,"[['Minutes played', 0, 0]]",3,259,0,0,38,0,0,55909,2,1,0,0,0,d,1.0
1,0.9,11,0,Man Utd,0,9,5.0,15,Jones,9,33,Defender,0,Phil,54649,270,55598,0,10752,8.0,8.0,88,5.0,2.7,0,Jones,55,0,0,5.0,11,"[['Bonus', 3, 3], ['Clean sheets', 1, 4], ['Minutes played', 90, 2]]",3,260,0,1,25269,0,0,76359,2,1,0,0,3,a,5.0
0,0.0,11,0,Man Utd,0,0,0.0,0,Da Silva,0,0,Defender,1,Rafael,561,0,15443,-1,2181,0.6,0.6,0,0.0,0.0,0,Rafael,54,0,0,0.0,11,"[['Minutes played', 0, 0]]",0,261,0,0,134,0,0,54772,2,1,0,0,0,a,0.0
0,0.0,11,0,Man Utd,0,0,0.0,0,Evra,0,0,Defender,0,Patrice,13,0,1141,0,151,0.1,0.1,0,0.0,0.0,0,Evra,55,0,0,0.0,11,"[['Minutes played', 0, 0]]",0,262,0,0,2,0,0,14075,2,1,0,0,0,u,0.0
0,0.5,11,0,Man Utd,0,8,2.7,8,Evans,8,14,Defender,1,Jonny,1633,90,5573,-1,682,0.4,0.4,26,2.7,1.5,0,Evans,54,0,0,2.7,11,"[['Bonus', 2, 2], ['Clean sheets', 1, 4], ['Minutes played', 90, 2]]",0,263,0,1,1016,0,0,37642,2,1,0,0,2,a,8.0
0,0.0,11,0,Man Utd,0,0,0.0,0,Varela,0,0,Defender,2,Guillermo,286,0,1731,-2,325,0.1,0.1,0,0.0,0.0,0,Varela,43,0,1,0.0,11,"[['Minutes played', 0, 0]]",0,264,-1,0,73,0,0,152015,2,1,0,0,0,a,0.0
0,0.1,3,0,Burnley,0,0,0.3,1,Keane,0,10,Defender,1,Michael,423,47,1022,-1,233,0.1,0.1,4,0.3,0.2,0,Keane,44,0,1,0.3,3,"[['Minutes played', 0, 0]]",0,265,-1,0,186,0,0,106611,2,90,0,0,0,a,1.0
0,0.0,11,0,Man Utd,0,0,0.0,0,Shaw,0,0,Defender,1,Luke,1019,0,114678,-1,13956,3.7,3.7,0,0.0,0.0,0,Shaw,59,0,0,0.0,11,"[['Minutes played', 0, 0]]",0,266,0,0,648,0,0,106760,2,1,0,0,0,i,0.0
0,0.6,11,1,Man Utd,0,3,5.0,15,Mata,3,44,Midfielder,1,Juan,57477,266,250300,-1,93442,16.1,16.1,55,5.0,1.7,1,Mata,89,0,0,5.0,11,"[['Clean sheets', 1, 1], ['Minutes played', 86, 2]]",3,267,0,1,6614,0,0,43670,3,1,0,0,3,a,5.0
0,0.1,11,0,Man Utd,0,0,0.3,1,Fellaini,0,2,Midfielder,1,Marouane,275,24,7496,-1,1113,0.3,0.3,5,0.0,0.2,0,Fellaini,64,0,0,0.0,11,"[['Minutes played', 0, 0]]",1,268,0,0,11,0,0,41184,3,1,0,0,0,i,1.0
